帳號:4172 人物:吃太寶 領取交易序號:3861(370002) 數量:50000 完成!! 時間：2023-06-21 00:51:20.477
帳號:0986840416 人物:隱姓埋名 領取交易序號:3807(370002) 數量:500 完成!! 時間：2023-06-21 00:52:04.702
帳號:8525 人物:趙葳 領取交易序號:3862(370002) 數量:50000 完成!! 時間：2023-06-21 00:53:15.12
帳號:shan 人物:姍姍來遲 領取交易序號:3856(370002) 數量:50000 完成!! 時間：2023-06-21 00:58:35.962
帳號:8525 人物:趙葳 領取交易序號:3875(370002) 數量:10000 完成!! 時間：2023-06-21 01:00:32.395
帳號:acme1234 人物:那個誰 領取交易序號:3863(370002) 數量:50000 完成!! 時間：2023-06-21 01:05:46.657
帳號:q85480617 人物:神經耶 領取交易序號:3876(93003) 數量:1000 完成!! 時間：2023-06-21 01:11:55.385
帳號:19860716 人物:荀 領取交易序號:3871(370002) 數量:50000 完成!! 時間：2023-06-21 01:11:58.244
帳號:0986840416 人物:隱姓埋名 領取交易序號:3865(370002) 數量:70000 完成!! 時間：2023-06-21 01:14:54.031
帳號:0986840416 人物:隱姓埋名 領取交易序號:3866(93003) 數量:10000 完成!! 時間：2023-06-21 01:14:54.034
帳號:as6935133 人物:東踏取蜜 領取交易序號:3858(370002) 數量:50000 完成!! 時間：2023-06-21 01:16:33.779
帳號:as6935133 人物:東踏取蜜 領取交易序號:3870(370002) 數量:50000 完成!! 時間：2023-06-21 01:16:33.78
帳號:8525 人物:趙葳 領取交易序號:3880(44106) 數量:10 完成!! 時間：2023-06-21 01:53:15.986
帳號:8555 人物:劍十二 領取交易序號:3879(100057) 數量:1 完成!! 時間：2023-06-21 01:53:33.195
帳號:8555 人物:劍十二 領取交易序號:3855(370002) 數量:50000 完成!! 時間：2023-06-21 01:53:33.196
帳號:14145757 人物:串 領取交易序號:3877(370002) 數量:70000 完成!! 時間：2023-06-21 01:58:31.784
帳號:14145757 人物:串 領取交易序號:3878(93003) 數量:10000 完成!! 時間：2023-06-21 01:58:31.784
帳號:14145757 人物:串 領取交易序號:3645(370002) 數量:1000 完成!! 時間：2023-06-21 01:58:31.785
帳號:pet5015 人物:法師 領取交易序號:3868(370002) 數量:50000 完成!! 時間：2023-06-21 03:13:52.11
帳號:0223 人物:思媽媽 領取交易序號:3869(370002) 數量:70000 完成!! 時間：2023-06-21 08:44:43.723
帳號:091919 人物:VCD 領取交易序號:3867(370002) 數量:70000 完成!! 時間：2023-06-21 13:19:43.779
帳號:0952302329 人物:風箏 領取交易序號:3872(370002) 數量:70000 完成!! 時間：2023-06-21 14:04:27.592
帳號:0952302329 人物:風箏 領取交易序號:3873(93003) 數量:10000 完成!! 時間：2023-06-21 14:04:27.595
帳號:lgp78529 人物:竹竿攪古井 領取交易序號:3881(44110) 數量:30 完成!! 時間：2023-06-21 14:16:55.802
帳號:78912311 人物:一把劍 領取交易序號:3882(40308) 數量:10000000 完成!! 時間：2023-06-21 14:42:22.581
帳號:whi1121 人物:二少 領取交易序號:3859(370002) 數量:50000 完成!! 時間：2023-06-21 14:59:04.152
帳號:qazpoiwer 人物:天卞 領取交易序號:3883(370002) 數量:70000 完成!! 時間：2023-06-21 16:27:44.437
帳號:koalas88 人物:小花 領取交易序號:3890(370002) 數量:70000 完成!! 時間：2023-06-21 16:54:30.477
帳號:koalas88 人物:小花 領取交易序號:3891(93003) 數量:10000 完成!! 時間：2023-06-21 16:54:30.481
帳號:0970008135 人物:風流大頭狗 領取交易序號:3892(380064) 數量:1 完成!! 時間：2023-06-21 17:11:26.102
帳號:0970008135 人物:風流大頭狗 領取交易序號:3893(370002) 數量:56000 完成!! 時間：2023-06-21 17:11:26.105
帳號:qazpoiwer 人物:天卞 領取交易序號:3884(93003) 數量:10000 完成!! 時間：2023-06-21 17:46:01.816
帳號:78912311 人物:一把劍 領取交易序號:3895(44104) 數量:10 完成!! 時間：2023-06-21 18:26:50.643
帳號:091919 人物:VCD 領取交易序號:3896(44104) 數量:10 完成!! 時間：2023-06-21 18:27:42.511
帳號:a6935133 人物:真心鎮大智 領取交易序號:3915(380064) 數量:1 完成!! 時間：2023-06-21 18:44:34.85
帳號:19810428 人物:雷夢2023 領取交易序號:3912(93003) 數量:1000 完成!! 時間：2023-06-21 18:46:43.12
帳號:0901113719 人物:少年得志 領取交易序號:3914(93003) 數量:2000 完成!! 時間：2023-06-21 18:56:43.195
帳號:19860716 人物:荀 領取交易序號:3919(93003) 數量:2000 完成!! 時間：2023-06-21 19:00:08.563
帳號:8525 人物:趙葳 領取交易序號:3917(93003) 數量:2000 完成!! 時間：2023-06-21 19:06:33.434
帳號:a750516 人物:首席o 領取交易序號:3934(370002) 數量:70000 完成!! 時間：2023-06-21 19:08:24.781
帳號:cba1229qw 人物:企鵝 領取交易序號:3936(44156) 數量:1 完成!! 時間：2023-06-21 19:18:26.665
帳號:cba1229qw 人物:企鵝 領取交易序號:3935(370002) 數量:70000 完成!! 時間：2023-06-21 19:18:26.669
帳號:aaa86969 人物:ㄚㄚ 領取交易序號:3874(370002) 數量:70000 完成!! 時間：2023-06-21 19:24:55.351
帳號:eva0127 人物:石榴姊 領取交易序號:3888(370002) 數量:70000 完成!! 時間：2023-06-21 19:35:15.712
帳號:eva0127 人物:石榴姊 領取交易序號:3889(93003) 數量:10000 完成!! 時間：2023-06-21 19:35:15.714
帳號:eva0127 人物:石榴姊 領取交易序號:3885(370002) 數量:70000 完成!! 時間：2023-06-21 19:35:15.716
帳號:0929190074 人物:八筒 領取交易序號:3864(370002) 數量:50000 完成!! 時間：2023-06-21 19:36:36.045
帳號:0929190074 人物:八筒 領取交易序號:3928(93003) 數量:2000 完成!! 時間：2023-06-21 19:36:36.046
帳號:0929190074 人物:八筒 領取交易序號:3929(93003) 數量:2000 完成!! 時間：2023-06-21 19:36:36.046
帳號:eva0531 人物:唐伯虎 領取交易序號:3886(370002) 數量:70000 完成!! 時間：2023-06-21 19:36:37.596
帳號:eva0531 人物:唐伯虎 領取交易序號:3887(93003) 數量:10000 完成!! 時間：2023-06-21 19:36:37.599
帳號:0801 人物:葉辰 領取交易序號:3930(93003) 數量:2000 完成!! 時間：2023-06-21 20:33:13.538
帳號:music1173 人物:一歲就很猛 領取交易序號:3937(380064) 數量:1 完成!! 時間：2023-06-21 20:38:39.375
帳號:1123456 人物:普拉賈 領取交易序號:3927(370002) 數量:2000 完成!! 時間：2023-06-21 20:39:32.913
帳號:qazpoiwer 人物:天卞 領取交易序號:3911(370002) 數量:2000 完成!! 時間：2023-06-21 20:42:45.014
帳號:asd00 人物:庫 領取交易序號:3938(93003) 數量:1000 完成!! 時間：2023-06-21 21:11:27.737
帳號:music1173 人物:一歲就很猛 領取交易序號:3967(370002) 數量:3000 完成!! 時間：2023-06-21 22:05:39.58
帳號:shan 人物:姍姍來遲 領取交易序號:3921(93003) 數量:2000 完成!! 時間：2023-06-21 22:08:42.083
帳號:0801 人物:葉辰 領取交易序號:3963(370002) 數量:3000 完成!! 時間：2023-06-21 22:14:54.37
帳號:0952302329 人物:風箏 領取交易序號:3985(370002) 數量:3000 完成!! 時間：2023-06-21 22:19:27.261
帳號:0901113719 人物:少年得志 領取交易序號:3983(370002) 數量:3000 完成!! 時間：2023-06-21 22:19:35.873
帳號:koalas88 人物:小花 領取交易序號:3975(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:24.417
帳號:qazpoiwer 人物:天卞 領取交易序號:3976(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:26.195
帳號:a750516 人物:首席o 領取交易序號:3947(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:29.024
帳號:shan 人物:姍姍來遲 領取交易序號:3969(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:34.248
帳號:7788990 人物:YIJIU 領取交易序號:3905(370002) 數量:400 完成!! 時間：2023-06-21 22:30:39.562
帳號:7788990 人物:YIJIU 領取交易序號:3906(93003) 數量:3000 完成!! 時間：2023-06-21 22:30:39.563
帳號:7788990 人物:YIJIU 領取交易序號:3907(370002) 數量:400 完成!! 時間：2023-06-21 22:30:39.563
帳號:7788990 人物:YIJIU 領取交易序號:3908(93003) 數量:1000 完成!! 時間：2023-06-21 22:30:39.564
帳號:7788990 人物:YIJIU 領取交易序號:3945(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:39.564
帳號:whi1121 人物:二少 領取交易序號:3955(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:41.807
帳號:whi1121 人物:二少 領取交易序號:3918(93003) 數量:2000 完成!! 時間：2023-06-21 22:30:41.811
帳號:zxc123123 人物:喇叭王 領取交易序號:3948(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:44.957
帳號:lingnze 人物:于冬然 領取交易序號:3909(93003) 數量:2000 完成!! 時間：2023-06-21 22:30:54.989
帳號:lingnze 人物:于冬然 領取交易序號:3942(370002) 數量:3000 完成!! 時間：2023-06-21 22:30:54.992
帳號:19810428 人物:雷夢2023 領取交易序號:3951(370002) 數量:3000 完成!! 時間：2023-06-21 22:31:21.359
帳號:0961362789 人物:獅子歌歌 領取交易序號:4003(370002) 數量:3000 完成!! 時間：2023-06-21 22:31:24.804
帳號:lingnze 人物:于冬然 領取交易序號:4027(44070) 數量:400 完成!! 時間：2023-06-21 22:35:58.899
帳號:lingnze 人物:于冬然 領取交易序號:4028(93003) 數量:1000 完成!! 時間：2023-06-21 22:35:58.9
帳號:ccaa741205 人物:天灰灰 領取交易序號:3989(370002) 數量:3000 完成!! 時間：2023-06-21 22:38:06.347
帳號:a0925756503 人物:沒有明天 領取交易序號:4009(370002) 數量:3000 完成!! 時間：2023-06-21 22:41:14.559
帳號:19860716 人物:荀 領取交易序號:3946(370002) 數量:3000 完成!! 時間：2023-06-21 22:41:56.68
帳號:q85480617 人物:神經耶 領取交易序號:3956(370002) 數量:3000 完成!! 時間：2023-06-21 22:47:48.245
帳號:98999 人物:988 領取交易序號:3924(93003) 數量:2000 完成!! 時間：2023-06-21 22:49:12.436
帳號:98999 人物:988 領取交易序號:3992(370002) 數量:3000 完成!! 時間：2023-06-21 22:49:12.44
帳號:as6935133 人物:東踏取蜜 領取交易序號:3939(370002) 數量:3000 完成!! 時間：2023-06-21 22:52:35.952
帳號:as6935133 人物:東踏取蜜 領取交易序號:3899(93003) 數量:4000 完成!! 時間：2023-06-21 22:52:35.955
帳號:as6935133 人物:東踏取蜜 領取交易序號:3900(370002) 數量:1000 完成!! 時間：2023-06-21 22:52:35.959
帳號:1123456 人物:普拉賈 領取交易序號:3970(370002) 數量:3000 完成!! 時間：2023-06-21 22:59:27.604
帳號:8525 人物:趙葳 領取交易序號:3960(370002) 數量:3000 完成!! 時間：2023-06-21 23:00:38.756
帳號:w85480617 人物:鈴木蕭吉掰 領取交易序號:4029(380064) 數量:1 完成!! 時間：2023-06-21 23:07:12.893
帳號:19801007 人物:泣牙牙 領取交易序號:4030(380064) 數量:1 完成!! 時間：2023-06-21 23:08:33.721
帳號:0901113719 人物:少年得志 領取交易序號:4031(44156) 數量:1 完成!! 時間：2023-06-21 23:10:32.053
帳號:pet5015 人物:法師 領取交易序號:3943(370002) 數量:3000 完成!! 時間：2023-06-21 23:10:35.904
帳號:98999 人物:988 領取交易序號:4032(44156) 數量:1 完成!! 時間：2023-06-21 23:10:42.57
帳號:0952302329 人物:風箏 領取交易序號:4033(44156) 數量:1 完成!! 時間：2023-06-21 23:13:13.385
帳號:69666 人物:舔 領取交易序號:4034(380064) 數量:1 完成!! 時間：2023-06-21 23:26:58.107
帳號:7788990 人物:YIJIU 領取交易序號:4035(93003) 數量:10000 完成!! 時間：2023-06-21 23:29:14.682
帳號:7788990 人物:YIJIU 領取交易序號:4036(370002) 數量:10000 完成!! 時間：2023-06-21 23:29:14.685
帳號:0986840416 人物:隱姓埋名 領取交易序號:3904(93003) 數量:3000 完成!! 時間：2023-06-21 23:36:06.746
帳號:0986840416 人物:隱姓埋名 領取交易序號:3949(370002) 數量:3000 完成!! 時間：2023-06-21 23:36:06.747
帳號:0986840416 人物:隱姓埋名 領取交易序號:3903(370002) 數量:400 完成!! 時間：2023-06-21 23:36:06.748
帳號:sunfroth 人物:星野 領取交易序號:3952(370002) 數量:3000 完成!! 時間：2023-06-21 23:38:27.819
帳號:sunfroth 人物:星野 領取交易序號:3916(93003) 數量:1000 完成!! 時間：2023-06-21 23:38:27.82
帳號:091919 人物:VCD 領取交易序號:3897(93003) 數量:1000 完成!! 時間：2023-06-21 23:47:44.215
帳號:091919 人物:VCD 領取交易序號:3898(93003) 數量:1000 完成!! 時間：2023-06-21 23:47:44.218
帳號:091919 人物:VCD 領取交易序號:3962(370002) 數量:3000 完成!! 時間：2023-06-21 23:47:44.221
帳號:a85480617 人物:玲木超級賣 領取交易序號:4011(370002) 數量:3000 完成!! 時間：2023-06-21 23:57:07.87
